Name,Affiliation,h-index,i10-index,Citations
Mathew V. Jones,Associate Professor of Neuroscience,59,165,16483
Josh McDermott,Massachusetts Institute of Technology,55,93,22515
Dr. S.Karthik,"Professor and Dean, CSE, SNS College of Technology, Coimbatore",39,196,7820
Mohanraj Karthik Ganesh,"Associate Professor & Scientist, Saveetha Institute of Medical and Technical Sciences",10,11,926
Karthik Vaidyanathan Ramakrishnan,Children's National Medical Center,17,45,1730
Kavitha Venkatesan,"Novartis Institutes for Biomedical Research, Boston University, Dana-farber Cancer Institute",22,24,25887
G Seghal Kiran,"Pondicherry University, India",55,106,10263
Dr Kishore M Paknikar,"IIT Bombay; Nitte University, Mangaluru;  ICT, Mumbai; Agharkar Research Institute, Pune",52,115,14324
Krishna,"Student of Aryabhatta Knowledge University, Patna",211,1656,190240
Krishnakumar R. Vasudevan,General Electric Research,7,5,593
VENKATA KRISHNA KUMAR S,"Associate Professor of Computer Science, PSG College of Arts and Seience",37,141,7644
Srikanth Krishnamurthy,UC Riverside,65,182,14995
Badri Krishnan,"Institute for Mathematics, Astrophysics and Particle Physics, Radboud University, Nijmegen",119,245,98517
N. Lalitha,"Former Professor, Gujarat Institute of Development Research, Ahmedabad",16,28,908
Dr.K.Lakshmi Narayanan,"Associate Professor of ECE, Francis Xavier Engineering College",17,26,984
S V Madhu,"University College of Medical Sciences, Delhi, India",48,127,10481
Narayanan mahendran,Professor and Head of Civil Engineering,12,13,649
mahesh kumar,Assistant professor of Electrical & Electronics Engineering BBSCET PRAYAGRAJ,74,683,29502
Dr. Manasa K. Nayak,"Research Assistant Professor, Department of Internal Medicine, University of Iowa, Iowa City, USA",23,29,1910
"Dr. J.G. Manjunatha. M.Sc., M.Phil., Ph.D., Post Doc","FMKMC, College, Mangalore University",58,131,7308
Marimuthu R,VIT Univetsity,15,22,823
Meeran Siddiqui,"Software engineer,Ilma University",50,120,12525
Prof Dr Sevilay Oğuz Kılıç,İstanbul Medipol Mega Üniversite Hastanesi,15,19,582
Angelo Valerio Marzano,"Professore Ordinario di Dermatologia e Venereologia, Università degli Studi di Milano",65,311,17759
Dr. Mithun Sharma,Asian Institute of Gastroenterology Hospitals,26,53,12812
M S Mohan Kumar,Indian Institute of Science,33,95,4316
Mohan v,"Chairman & Chief Diabetologist, Madras Diabetes Research Foundation",156,954,211901
Mohan Raj Subramaniam,KPR Institute of Engineering and Technology,12,15,399
Narayan KM,Ruth and OC Hubert Chair of Global Health,148,586,225878
Nithin Mohan,Telespazio UK,4,3,58
"Nishant Agrawal, MD",The University of Chicago,61,138,32098
Nitin Rao A R,"Professor of Surgical Gastroenterology, MS Ramaiah Medical College",17,20,722
Nitin Labhsetwar,"Chief Scientist & Head, Energy & Resource Management Div. CSIR-NEERI, Nagpur India",54,133,10409
"Dr. Nitin Kulkarni, F.E.S.I.","Scientist - G and Director, ICFRE-Rain Forest Research Institute, Jorhat (Assam), India",15,25,1063
Anu Mary Oommen,"Professor, Community Health, Christian Medical College Vellore",18,29,15693
Moothetty Padmanabhan,Amrita Vishwa Vidyapeetham University,28,56,3565
Professor Anna L Gloyn,Stanford University,77,170,30623
Paul C.J.van Rijn,"Ecologist, IBED, University of Amsterdam",31,50,5827
T VIGNESH PRABHU,University Visvesvaraya College of Engineering,2,1,25
"Pradeep Kumar Das Mohapatra, M.Sc, Ph.D., FSAB",Raiganj University,44,121,5709
Pramod K Srivastava PhD MD,University of Connecticut School of Medicine,88,216,34811
Prasad Manjusri Sirimanne,"Uva Wellassa University, Badulla , Sri Lanka",25,38,2404
Rajendra Prasad,Amity University Haryana,94,935,48592
Prasanna Kumar S Mural,"Assistant Professor,  MEMS, Indian Institute of Technology (IIT) Bombay",15,17,763
Preetha Nair,Mount Carmel College,8,8,592
Preeti Ranjan Panda,"Professor in Computer Science and Engineering, Indian Institute of Technology Delhi",27,65,4410
Shashank Priya,"Chemical Engineering and Materials Science, University of Minnesota",93,484,40819
G Rajalakshmi,"Scientific Officer (F), TIFRH",23,26,7384
Rajani Ghaju Shrestha,Osaka University,15,17,561
Rajesh Sagar,Professor of psychiatry,97,278,146711
Rajesh Kumble Nayak,Prof. IISER-Kolkata,101,188,100822
Dr. V.R.S. Rajesh Kumar,Professor and HOD/ECE Department - Sridevi Women's Engineering College,58,292,20245
Rajib Biswas,"Associate Professor, Department of Physics, Tezpur University, Tezpur-784028, Assam, India",21,48,1779
arup kumar Das,rajiv gandhi university,41,182,8162
Rajkumar Buyya,"School of Computing and Information Systems, The Uni of Melbourne; Fellow of IEEE & Academia Europea",171,803,155835
Prof. S.Ramakrishna,"Department of Computer Science, Sri Venkateswara University, Tirupati",35,190,6794
Natarajan Raman,Associate Professor of Chemistry,50,174,8677
R. RAMESH,"University of California, Berkeley",165,730,125214
Pradeep Ravikumar,"Professor, School of Computer Science, Carnegie Mellon University",61,153,23386
"Prof Ranjith Pathegama Gamage, FTSE, FCAE","Fellow of Australian Academy of Technology and Engineering, Director, Deep Earth Energy Research Lab",102,472,33297
Ranjit Unnikrishnan,"Dr Mohan’s Diabetes Specialities Centre and Madras Diabetes Research Foundation, Chennai, India",51,117,11696
Nasima Akther Roshni,Lecturer,4,1,100
Alexander George Roy Thomas,University of Michigan,59,149,14343
Rukmani Sridharan,"PhD student, Royal College of Surgeons in Ireland",13,14,2160
Samuel R. Bowman,Anthropic and NYU,64,112,44171
Purushottam R. Patil,"Professor, Sandip University ,Nashik",4,1,58
Sandhya K. Balaram,Weill Cornell Medicine,23,28,2056
Sandhya P. Koushika,"DBS-TIFR, Tata Institute of Fundamental Research",28,38,3934
Sanjeev Gupta,Center for Global Development,65,162,23772
Vijay Shankar Singh,Retired Scientist,37,83,4615
Santosh Kumar Divvala,"AI2, UW",29,84,64945
Santosh Kumar Divvala,"AI2, UW",29,84,64945
Khundrakpam Saratchandra Singh,"Associate Professor of Physics, D.J.College, Baraut, India",18,25,758
G Venkata Sarath Kumar,Ashok Leyland,5,1,54
K.J.Sasikala (Kathija),University of Technology and Applied Science,15,22,620
Satya Prakash Singh,"School of management sciences, Lucknow",38,188,8466
Kenneth Schafer,"Professor of Physics, Louisiana State University",65,131,21356
Knecht sebastien,Az Sint jan,49,94,12533
Muthappa Senthil-Kumar,National Institute of Plant Genome Research,44,86,8885
Prof. Ramachandran B.,"Professor, Sethu Institute of Technology, Tamil Nadu, India",19,26,1167
Muhammad Shafiq,"Plant Production Department, King Saud University, Riyadh (Saudi Arabia)",68,552,26686
Abdul Karim Salim Allaf,University of La Rochelle,48,149,11324
"Shameer Khader, PhD, MPH","Executive Director (Data Science, Machine Learning, Digital Health and Bioinformatics), Sanofi",40,73,7342
KT Shanmugam,"Professor of Microbiology and Cell Science, IFAS, University of Florida",73,142,15071
Sharon R. Lewin,Doherty Institute,92,322,40305
sheba Jebakani,"K S Institute of Technology, VTU",2,0,11
Shiba Shankar Giri,ICAR-Central Institute of Freshwater Aquaculture,27,73,2730
Sheila JJ Heymans,SAMS,50,119,8461
Sheena Radford,The University of Leeds,102,322,37240
Shivarajkumar goudar,"Associate Professor, Smt. Kamala and Sri. Venkappa M Agadi College of Engineering and Technology",1,0,8
Dr.Shobha M V,"Associate Professor, Physiology, Sri Devaraj Urs University Tamaka Kolar",4,0,39
Narayan Chandra Sahu,"Head, Sasya Shyamala Krishi Vigyan Kendra, Ramakrishna Mission Vivekananda University",8,6,380
Vishal Gupta,"Siddharth University, Kapilvastu",41,222,10501
Siddhartha Chib,Harry C Hartkopf Professor of Econometrics and Statistics,50,86,33475
Oscar Andrés Vargas Velásquez,Universidad del Sinú,16,27,768
Soumya G Nair,Amrita Vishwa Vidyapeetham,4,3,112
AGASTHI SOWMYA SREE,Student,2,1,13
Soumya Raychaudhuri,"Harvard Medical School; Brigham and Women's Hospital, Broad Institute",121,266,88796
Arcot Sowmya,"Professor, University of New South Wales",32,126,5811
Sudhakar Reddy,"Department of ECE, University of Iowa",75,355,21487
Dr K.V.N.Sunitha,"Principal, BVRIT HYDERABAD College of Engineering for Women",12,19,794
Dr.Supriya A. Patil,"Sejong University,Seoul",38,96,4063
M. S. Suresh,professor and principal,56,268,12956
Dr Susheela Devi B Devaru,"Associate Professor, Dr Ambedkar Institute of Technology",4,4,82
Swapna A S,Associate Professor,2,0,13
Professor Thangavel Kuttiyannan,"Professor of Computer Science, Periyar University, Salem",27,69,3357
Mathews Thomas,"Lecturer, Monash University",52,151,27792
Greeshma Thrivikraman,"Assistant Professor, Department of Biotechnology, IIT Madras",23,25,2522
Associate Professor Tushar Kumeria,Scientia Fellow || Materials Science & Engineering || University of New South Wales,48,99,6126
Thushara G.S. Pillai,MIT Haystack Observatory,41,78,6504
Thomson K Alex,"Assistant Professor of Economics, Bishop Abraham Memorial College",1,0,2
Viktor K. Prasanna,University of Southern California,83,508,29464
Vijay Ramani,"Department of Energy, Environmental and Chemical Engineering, Washington University in St. Louis",52,127,9415
Varadarajan Chari,Professor of Economics University of Minnesota,57,101,19401
SIMAMKELE VENA,University of the Western Cape,131,470,59072
Dr. G. Vinod Kumar,"Assistant professor, CSSR and SRRM Degree and PG College",6,4,145
Vinodhini.G,"Asst.Professor, CSE,Annamalai University",13,17,1515
Dr. B. Sudhir Kumar,"Assistant Professor, Shri Vishnu Engineering College for Women, Bhimavaram, Andhra Pradesh",3,1,44
Ravi kumar Reddy Juturi,Shri Vishnu College of Pharmacy,23,99,4578
Sri Vishnu Vardhan Deevi,AstraZeneca,27,30,3837
Vishnu Sridhar,NASA Jet Propulsion Laboratory,5,5,594
Vivek Kumar Rangarajan Sridhar,"Senior Member of Technical Staff, AT&T Labs - Research",52,270,13501
Professor Vivek A. Sharma,"University of California, San DIego",259,1756,354270
Km Vaishnavi Gupta,Student,6,3,76
Yogesh T Naliapara,"Professor of organic chemistry,Saurashtra University",13,23,1082
Ashutosh Tiwari,"Civil Engg. ,Kamla Nehru Institute of Technology",80,427,30749
Debasis Samanta,"Professor, Computer Science & Engineering, Indian Institute of Technology Kharagpur",28,78,2797
Kaushik Deka,Carnegie Mellon University,3,2,158
Kunal Chakraborty,"Indian National Centre for Ocean Information Services, Hyderabad",25,53,1887
"Manish K. Gupta, PhD",Assistant Professor,18,22,1031
Nilanjana Dasgupta,University of Massachusetts Amherst,46,71,16367
Pankaj kumar,Education,97,1150,52456
Prateek Jain,Google Research India,64,143,19874
"Prof. Rajiv Ranjan, MAE, FIEEE, FAAIA",Newcastle University           Director (National Edge AI Hub and International EV Security Centre),81,284,32755
Sanjay Kumar Swain,NISER,209,1245,209678
Santanu Chattopadhyay,"Professor, Rubber Technology Centre, Associate Dean (Student Affairs),  IIT Kharagpur, Kharagpur",37,120,4814
Sarbani Sen,National Institute of Technology Agartala,5,2,84
Sayantan Chatterjee,EY | Shell | Rice University,3,3,222
Shamik Ghosh,Jadavpur University,13,18,1421
Subhadeep Das,"Founder and CEO, Convalesce Inc.",15,18,1187
Subhransu Das,Ohio State University,3,2,41
Sudipta Ghosh,"Professor of Electronics, Meghnad Saha Institute of Tecnology",27,82,3305
Sudipta Sengupta,"Vice President & Distinguished Scientist, Amazon AWS",58,129,20420
Sumita Basu,"Professor of Mathematics, Bethune  College",10,10,328
Susmita Chakrabarti,"Case Western Reserve University, Cleveland, Ohio, USA",18,20,1117
Tanmay Biswas,Research Scientist,14,27,859
Utpal Pal,University of Maryland,48,94,8150
Vijay Kumar Kuchroo,vkuchroo@evergrande.hms.harvard.edu,171,446,138339
Vijay Kumar Kuchroo,vkuchroo@evergrande.hms.harvard.edu,171,446,138339
Dr. Aakash Kumar,KRISTU JAYANTI COLLEGE,39,140,11984
Abhinav Verma,"Research Associate, KIT, Karlsruhe",13,19,933
Abhishek Goyal,"Professor, GEIMS, Dehradun",15,24,1020
Ajay S. Karakoti,Pacific Northwest National Laboratory,55,111,16801
Akash Kumar,Student,66,335,34376
Akshay Dvivedi,"Professor of Mechanical and Industrial Engineering, IIT Roorkee",34,87,3629
Alok Kumar Sharma,"Postdoctoral Researcher at Department of Computer Science & Information Engineering, CYUT,Taiwan",6,4,93
Amit Goyal,Oak Ridge & University at Buffalo,75,355,21946
AMIT KUMAR,college,168,1915,151013
Dr. Amit Kumar Sharma,"Professor, pedodontics and preventive dentistry , Himachal dental college Sundernagar",41,167,8831
Amit Kumar Verma,"Assistant Professor, Jamia Millia Islamia",65,312,16840
Amit Singla MD FAANS,Rutgers University,20,32,1927
amit srivastava,IIT GUWAHATI,68,476,21788
Aniket Kate,Purdue University / Supra Research,43,79,7334
ANIRBAN BANERJEE,Professor of Sociology,69,201,16479
Apurba Banerjee,"Graduate Student- University of Georgia, Athens",2,2,65
Archana Tiwari,"Professor, Biotechnology",28,66,2765
Arnab Chatterjee,Calibr at Scripps Research,62,109,15504
Arunima Gupta,"Teaching Assistant of Business Analytics, New York University",1,0,1
Ashwani K. Gupta,University of Maryland,69,298,26754
"Ayan Chatterjee, Ph.D.",Scientist @ STIFTELSEN NILU & Adjunct Associate Prof. of ICT @ Kristiania Univ. College,15,24,1045
Banibrata Maity,Assistant Professor,18,30,960
Vijay P. Singh,Texas A&M University,142,1325,117592
Dr. Debasish Das,"Saha Institute of Nuclear Physics, 1/AF Bidhannagar, Kolkata-700064 INDIA",152,327,85130
GAURAV KUMAR,Professor of History,105,944,61119
Gaurav Srivastava,Google,11,13,5092
Prof. Gaurav Trivedi,"Professor of Electronics and Electrical Engineering, IIT Guwahati",16,35,1068
Jayakrishnan Nair,"Associate Professor, Electrical Engineering, IIT Bombay",13,16,753
Krishna Kant Singh,"Director,Delhi Technical Campus,Greater Noida,World's Top 2 % Scientist List @ Stanford University",31,76,3780
Mini Shaji Thomas,Professor at Jamia Millia Islamia,22,40,1725
Maneesh Gupta,"Materials and Manufacturing Directorate, Air Force Research Laboratory",29,44,4333
Dr.Manish Kumar,"Associate Professor of Electronics & Communication Engg, GLA University<mathura",52,332,13665
Dr. Neeraj Jain,"Galgotias University, Yamuna Expressway, Greater Noida, Gautam Buddh Nagar, Uttar Pradesh, India",7,7,315
Neeraj Gupta,Battelle,30,83,6424
Priyadharsini  Nagarajan MD PhD,The University of Texas MD Anderson Cancer Center,32,90,3665
palash dey,Indian Institute of Technology Kharagpur,14,21,522
Pramod Kumar,Researcher,68,927,33486
Pranay Ranjan,Software Enginner,24,52,3360
Priyanka Sharma,Assistant Professor,72,483,25793
Puneet Jain,"Assistant Professor, Sickkids, Toronto",30,90,3409
Rahul Jain,CDAC Hyderabad,63,339,16748
Rajnish Bharti,Botany,4,3,138
Ranjan Kumar Mandal,"MS, Department of CSE, Liverpool John Moores University, Liverpool, England, United Kingdom",2,0,11
Ranjeet Kumar,Senior Software Engineer,50,326,33790
Ravindra Pratap Singh,"Indira Gandhi National Tribal University, Amarkantak, MP, India",33,72,4616
ritu garg,"Assistant Professor, Department of Computer Science, NIT Kurukshetra",21,34,1542
Ritu Rani - Plant Pathology,"Punjab Agricultural University, Liudhiana",8,8,242
Rituparna ghosh,"Research Fellow, National University of Singapore",13,14,749
Sahil Agrawal,Brown University,24,43,1805
Sai Siva Gorthi,"Professor, Instrumentation and Applied Physics, Indian Institute of Science (IISc)",24,56,3586
Sanchit Misra,"Parallel Computing Lab, Intel Labs",19,32,3126
SANDEEP KUMAR SHUKLA,PhD scholar,71,350,23100
sanjay kumar sharma,Dr C V RAMAN UNIVERSITY,42,272,9481
Saptarshi Banerjee,"Research Scholar, Indian Institute of Technology Kharagpur",6,4,191
Sarit Kumar Das,"Institute Professor, IIT Madras",59,205,28186
Shashi Bhushan Pandey,"ARIES, Manora Peak, Nainital, Uttarakhand, India, 263129",47,116,14034
Shuchi Gupta,Research Engineer at Anteryon B.V.,19,20,2766
Srinath Srinivasa,IIIT Bangalore,16,27,923
SUMAN DASH,"Postdoctoral Research Scientist, Columbia University",3,2,34
Sumana Sharma,The MRC Weatherall Institute of Molecular Medicine (MRC WIMM),11,13,1020
Dr. Sumanta Haldar,Professor,22,39,2105
Sushil Kumar,"Associate Professor, MNNIT, Allahabad",78,879,45307
Subhadeep Banerjee,"Professor of Civil Engg, IIT Madras",21,46,1515
Swati Anand,"Research Associate, brigham young university",5,5,268
Satabdee Tanaya  Sahoo,"Research Scholar, IISER Berhampur",3,1,35
TANYA MISHRA,"Student, IIT Kanpur",3,3,97
Tapas K. Chakraborty,"Assistant Professor, Rishi Bankim Chandra College",6,6,192
Tirthankar Ghosh,"Professor,  Department of Physiology",16,21,914
VAIBHAV KHANNA,Cornea Consultant at Khanna Eye Hospital,3,1,31
Vijay P. Singh,Texas A&M University,142,1325,117592
Vijendra Pal Singh,Professor & HOD,43,266,10373
"Vinay Sharma, Associate professor","University of Patanjali,",43,203,9067
Vishal Sachdeva,Staff Fellow at FDA,10,11,479
Vivek K. Patel,"Pandit Deendayal Energy University (Pandit Deendayal Petroleum University), Gandhinagar",44,93,7257
Alka Arora,"Principal Scientist,Computer Application, Indian Agricultural Statistics Research Institute, ICAR",15,18,867
Anita Rani,Indian Institute of Soybean Research,28,53,2911
ANJANA CHAUDHARY,CIMMYT,5,3,81
Dr. Anju Kumari,"Extension Lecturer, dept. of  Physics, Govt. College Mahendergarh, Haryana",81,788,37377
Gurpreet Kaur,Postdoctoral researcher at Stockholm University,67,523,27382
Inderpreet Singh Ahuja,Professor in Mechanical Engineering,43,128,8849
Jasmeet Kaur,Student of education department at BHU,31,101,3884
