Institution,Name,Affiliation,h-index,i10-index,Citations
"National Institute of Technology Karnataka, Surathkal",Saritha Nair,Indian Council of Medical Research,28,49,2477
"National Institute of Technology Karnataka, Surathkal",Prof R Satya Prasad,Acharya Nagarjuna University,60,518,22709
"National Institute of Technology Karnataka, Surathkal",Satyanarayana Bheesette,Tata Institute of Fundamental Research,112,389,72899
"National Institute of Technology Karnataka, Surathkal",Shanthakumar S,"Professor & Director, Centre for Clean Environment",29,61,3031
"National Institute of Technology Karnataka, Surathkal",Sheikh Akbar,"Professor of Materials Science and Engineering, Ohio State University",57,160,15558
"National Institute of Technology Karnataka, Surathkal","Sreedevi Upadhyayula, U. Sridevi","CLASS of 66 CHAIR PROFESSOR , Department of Chemical Engineering",31,74,2825
"National Institute of Technology Karnataka, Surathkal",D Srinivas Murty,Gujarat Vidyapith,74,180,63826
"National Institute of Technology Karnataka, Surathkal",Sri K.V.S.Sudheer Kumar,Unknown affiliation,13,13,497
"National Institute of Technology Karnataka, Surathkal",Suji Choi,Harvard University,14,15,5382
"National Institute of Technology Karnataka, Surathkal",Suresh Doravari,"Scientific Officer, Inter-University Center for Astronomy and Astrophysics",101,177,106121
"National Institute of Technology Karnataka, Surathkal",Syamal Kumar Samanta,Visva-Bharati,37,67,7619
"National Institute of Technology Karnataka, Surathkal",Ijaz Fazil Syed Ahmed Kabir,National University of Singapore,8,8,270
"National Institute of Technology Karnataka, Surathkal",Tapan Kumar Nayak,"NISER, Bhubaneswar and CERN, Geneva",184,791,129692
"National Institute of Technology Karnataka, Surathkal",Udayakumar Navaneethan,"Medical Director, Center for IBD and Interventional IBD, Professor of Medicine, University of",62,206,14646
"National Institute of Technology Karnataka, Surathkal",Ujwala Ail,Principal Research Engineer,17,21,1681
"National Institute of Technology Karnataka, Surathkal",Pankaj Sharma,"Professor of Computer Applications, Vani Info Solutions",92,468,38231
"National Institute of Technology Karnataka, Surathkal",Matt Vijayan,University of Calgary,72,184,20896
"National Institute of Technology Karnataka, Surathkal",Vimala Nair,"Research Professor, Soil and Water Sciences Department, University of Florida",49,87,13773
"National Institute of Technology Karnataka, Surathkal",Virupaksha HG,"Ph.D Scholar, National Institute of Mental Health and Neuro Sciences (NIMHANS), Bengaluru, Karnatak",5,4,598
"National Institute of Technology Karnataka, Surathkal",Vishal M. Patel,"Associate Professor, ECE,  Johns Hopkins University",86,283,34835
"National Institute of Technology Karnataka, Surathkal",Yashavanth BS,ICAR- National Academy of Agricultural Research Management,10,11,271
Indian Institute of Technology Gandhinagar,Abhishek Gupta,Shoolini University,100,851,56286
Indian Institute of Technology Gandhinagar,Amit Bhatt,Cleveland Clinic,28,58,2349
Indian Institute of Technology Gandhinagar,Dr Anand Gupta,"Associate Professor Oral and maxillofacial Surgery, Government medical college hospital chandigarh",47,253,11087
Indian Institute of Technology Gandhinagar,Animesh Dutta,"Professor of Mechanical Engineering, School of Engineering, University of Guelph",55,163,15087
Indian Institute of Technology Gandhinagar,Anindita Chakraborty,Scientist H UGC-DAE Consortium Kolkata,36,98,4183
Indian Institute of Technology Gandhinagar,Anirudh Bhushan,"MMIMSR, MULANA",0,0,0
Indian Institute of Technology Gandhinagar,Anshuman Gupta,Vice President Data Science,13,13,2704
Indian Institute of Technology Gandhinagar,Arnab Bhattacharya,"Professor, Dept. of CMPMS, Tata Institute of Fundamental Research",30,77,3646
Indian Institute of Technology Gandhinagar,Arunava Goswami,Indian Statistical Institute,44,79,5758
Indian Institute of Technology Gandhinagar,Dipendra Nath Basu,"Simons Ashoka Early Career Fellow, Ashoka University",6,5,88
Indian Institute of Technology Gandhinagar,Ashutosh Ghosh,"Professor of Chemistry, Calcutta University",74,612,27791
Indian Institute of Technology Gandhinagar,Dr. Ashutosh Kumar Choudhary,"Associate Professor, Swami Rama Himalayan University, Dehradun (INDIA)",10,10,431
Indian Institute of Technology Gandhinagar,Badri Vishal,Postdoctoral Researcher,14,16,926
Indian Institute of Technology Gandhinagar,Balaji S. Srinivasan,Stanford University,23,31,5479
Indian Institute of Technology Gandhinagar,Bappaditya Chatterjee,GITAM University- Hyderabad,28,52,2696
Indian Institute of Technology Gandhinagar,barun gorain,"Associate Professor, Indian Institute of Technology Bhilai",8,8,308
Indian Institute of Technology Gandhinagar,Dr. Bhargab Maitra,"Professor, Civil Engineering Department, IIT Kharagpur",21,48,1655
Indian Institute of Technology Gandhinagar,Sagnika Sahoo,"Assistant Professor, Bijoy Krishna Girls College, Howrah, West Bengal",1,0,1
Indian Institute of Technology Gandhinagar,Binayak Dutta,"Christ University, Bangalore, Tezpur University, Indian Statistical Institute",1,0,4
Indian Institute of Technology Gandhinagar,biswarup chatterjee,Bharatiya Vidyabhavan Institute of Management Science Kolkata,0,0,0
Indian Institute of Technology Gandhinagar,Debabrata Sarddar,"Dept of CSE, University of Kalyani",16,44,1233
Indian Institute of Technology Gandhinagar,Devi Prasad Mohapatra,JIPMER,12,16,939
Indian Institute of Technology Gandhinagar,DEBJANI DAS,VIDYASAGAR UNIVERSITY,1,1,13
Indian Institute of Technology Gandhinagar,Dr. Deepak Kalra,Skyline University College,10,10,411
Indian Institute of Technology Gandhinagar,Deepshikha Singh,"PhD Scholar, IIT Gandhinagar",2,1,91
Indian Institute of Technology Gandhinagar,Devang Mehta,"Assistant Professor, KU Leuven",15,20,958
Indian Institute of Technology Gandhinagar,Divya Teja Vavilala,"Expression Technologies Scientist, DNA2.0",9,9,266
Indian Institute of Technology Gandhinagar,Ishita Mathur,Guru Gobind Singh Indraprastha University,3,1,23
Indian Institute of Technology Gandhinagar,Paruchuri Gangadhar Rao,CSIR,31,55,3077
Indian Institute of Technology Gandhinagar,Gunjan Jha,Unknown affiliation,7,6,526
Indian Institute of Technology Gandhinagar,Dr. Hardik Bhatt,"Institute of Pharmacy, Nirma University",21,33,1342
Indian Institute of Technology Gandhinagar,Harikrishnan S. Nair,"Associate Professor, Department of Physics, University of Texas at El Paso, USA",23,53,1855
Indian Institute of Technology Gandhinagar,indranil dasgupta,"INSA Senior Scientist, University of Delhi south Campus, New Delhi",31,62,3432
Indian Institute of Technology Gandhinagar,Jagdish Arora,"Advisor, National Board of Accreditation, New Delhi",15,28,817
Indian Institute of Technology Gandhinagar,Jayesh Jain,Baker Hughes,20,29,1182
Indian Institute of Technology Gandhinagar,Jincy Thomas,Assistant Professor,2,0,10
Indian Institute of Technology Gandhinagar,Dr Jitendra Agrawal,Director School of Information Technology RGPV Bhopal,16,26,1845
Indian Institute of Technology Gandhinagar,John S. McCaskill,"Professor, Chemnitz University of Technology, MAIN",33,77,7117
Indian Institute of Technology Gandhinagar,Joydip Saha,"Assistant Professor at Barasat College, West Bengal",6,2,80
Indian Institute of Technology Gandhinagar,Jubin Jose,Qualcomm Inc,21,53,3699
Indian Institute of Technology Gandhinagar,Jyoti Prakash Singh,"Associate Professor, National Institute of Technology Patna",32,94,5264
Indian Institute of Technology Gandhinagar,Kapil Gupta,"Professor, Department of Biochemistry, Adesh Institute of Medical Sciences & Research",32,98,4724
Indian Institute of Technology Gandhinagar,Karthik Bhat,Unknown affiliation,12,12,629
Indian Institute of Technology Gandhinagar,Koushik Chatterjee,"Postdoc Fellow, University of Maryland",40,55,17620
Indian Institute of Technology Gandhinagar,Kaushiki Banerjee,"Assistant Professor of Economics, Barasat Government College, India",1,0,2
Indian Institute of Technology Gandhinagar,Kavi Arya,"Professor of Computer Science and Engineering, IIT Bombay",16,24,869
Indian Institute of Technology Gandhinagar,Kushal Roy,"Assistant Professor, Khulna University",14,19,1155
Indian Institute of Technology Gandhinagar,Dr. Kirti Wanjale,"Associate Professor,Vishwakarma Institute of Information Technology",10,10,467
Indian Institute of Technology Gandhinagar,Krishanu Roy,"Senior Lecturer at University of Waikato, previously Lecturer at University of Auckland",43,121,5492
Indian Institute of Technology Gandhinagar,Kuldeep S. Meel,"Associate Professor, University of Toronto",32,65,3583
Indian Institute of Technology Gandhinagar,Kunal Ghosh,Aalto University,4,4,391
Indian Institute of Technology Gandhinagar,kusum lata Singh,research scholar of statistics,30,99,5837
Indian Institute of Technology Gandhinagar,Lalit Kumar sah,"Research scholar, department of English, BHU",97,843,48213
Indian Institute of Technology Gandhinagar,Manasi Karkare,"Associate Professor, SIES Graduate School of Technology",4,4,217
Indian Institute of Technology Gandhinagar,Manish Jain,Malaviya National Institute of Technology,60,313,17944
Indian Institute of Technology Gandhinagar,Dr. Manish Khanna,"Professor and HOD of Orthopedics, Prasad Institute of Medical Sciences,",14,22,536
Indian Institute of Technology Gandhinagar,Manoj Dixit,Dayalbagh Educational Institute,7,7,221
Indian Institute of Technology Gandhinagar,manoj kumar singh,Assistant Professor at Graphic Era Hill University,52,367,15463
Indian Institute of Technology Gandhinagar,Dr. E. Maruthi Prasad,"CMU, Taichung City, Taiwan",10,10,503
Indian Institute of Technology Gandhinagar,MAYANK GUPTA,PROFESSOR OF CIVIL,58,323,16770
Indian Institute of Technology Gandhinagar,Mehul Dave,N. V. Patel College of Pure & Applied Science,6,3,90
Indian Institute of Technology Gandhinagar,Michael J. Frisch,"Gaussian, Inc.",128,373,328747
Indian Institute of Technology Gandhinagar,Michael A. Huston,"Department of Biology, Texas State University, San Marcos, TX",46,70,32111
Indian Institute of Technology Gandhinagar,Mukesh K Pandey,"Professor of Radiology, Department of Radiology, Mayo Clinic College of Medicine, Rochester",28,55,3143
Indian Institute of Technology Gandhinagar,MUNESH PAL SINGH,Professor of transport engineering,50,304,13638
Indian Institute of Technology Gandhinagar,"Naresh M. Punjabi, MD. PhD",Professor Medicine with Tenure,83,183,37243
Indian Institute of Technology Gandhinagar,"Nilanjan Chatterjee, Bloomberg Distinguished Professor",Johns Hopkins University,110,351,51775
Indian Institute of Technology Gandhinagar,Nilanjana Karmakar,"Asst. Prof., Department of IT, St. Thomas' College of Engineering and Technology, Kolkata, India",5,3,53
Indian Institute of Technology Gandhinagar,Ningombam Bupenda Meitei,"Department of Philosophy , University of Delhi",0,0,0
Indian Institute of Technology Gandhinagar,"Nitin Agarwal, M.D.",University of Pittsburgh School of Medicine,41,167,6386
Indian Institute of Technology Gandhinagar,Nitish Shirish Keskar,OpenAI,32,47,23703
Indian Institute of Technology Gandhinagar,Prof. Dhrubajyoti Chattopadhyay,"Vice Chancellor,Sister Nivedita University Kolkata",40,83,4524
Indian Institute of Technology Gandhinagar,Dr Om Prakash Singh,Unknown affiliation,50,153,7977
Indian Institute of Technology Gandhinagar,Pankaj Gupta,Professor of Commerce,78,726,38474
Indian Institute of Technology Gandhinagar,Panagiotis Patrinos,"Associate Professor, KU Leuven",38,89,5346
Indian Institute of Technology Gandhinagar,Parthajit Roy,"Associate Professor, Civil Engineering, NIT Silchar",10,11,296
Indian Institute of Technology Gandhinagar,Parul Pandey,"Machine Learning Engineer, Intel Corporation",13,13,3537
Indian Institute of Technology Gandhinagar,Pawan Kumar Netrakanti,BARC,161,753,96209
Indian Institute of Technology Gandhinagar,Pittu Pavan Sai Kiran Reddy,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,2,0,11
Indian Institute of Technology Gandhinagar,PRAVEEN KUMAR,"assistant professor of commerce, the madura college",85,564,38519
Indian Institute of Technology Gandhinagar,Praveen Hoogar,"Medical Anthropologist, Assistant Professor, and Assistant Director, The Apollo University",26,30,64147
Indian Institute of Technology Gandhinagar,Preeti Ranjan Panda,"Professor in Computer Science and Engineering, Indian Institute of Technology Delhi",27,65,4409
Indian Institute of Technology Gandhinagar,Radhika Gupta,Johns Hopkins University,19,47,1700
Indian Institute of Technology Gandhinagar,Rahul Kumar,California Institute of Technology,89,158,57421
Indian Institute of Technology Gandhinagar,Rahul Vaze,"Associate Professor, Electrical Engineering, Tata Institute of Fundamental Research, Mumbai, India.",24,45,2703
Indian Institute of Technology Gandhinagar,Raj Kamal Singh,PhD,31,112,6044
Indian Institute of Technology Gandhinagar,Rajan Jha,"Professor of Physics, Indian Institute of Technology Bhubaneswar",47,111,8339
Indian Institute of Technology Gandhinagar,Rajarshi Tiwari,Research Fellow,7,7,237
Indian Institute of Technology Gandhinagar,"Rajesh Anand, Ph.D.","Infectious Disease Laboratory, National Institute of Immunology, New Delhi, India",11,11,445
Indian Institute of Technology Gandhinagar,Rajesh Sundaresan,"ECE and Centre for Cyber-Physical Systems, Indian Institute of Science",26,52,2055
Indian Institute of Technology Gandhinagar,Rajib Shaw,"Professor, Keio University",75,385,27542
Indian Institute of Technology Gandhinagar,Ramjee Gupta,IT Developer (Software engineer ),22,77,2747
Indian Institute of Technology Gandhinagar,M.S. Ravi Sharma,University of Rhode Island,58,404,18090
Indian Institute of Technology Gandhinagar,Ravinder Kumar,"Ravinder Kumar rivravinder | Digital Marketing, Search engine optimization,  Himachal Pradesh, India",79,490,45942
Indian Institute of Technology Gandhinagar,Dr. Barna Pal Mazumdar,"Asst.Prof. of Chemistry at Bhilai Mahila Mahavidyalaya, pt. Ravishankar Shukla University",20,33,978
Indian Institute of Technology Gandhinagar,Rekha R Rapaka MD PhD,"Assistant Professor of Medicine, Center for Vaccine Development and Global Health, U. of Maryland",15,17,15744
Indian Institute of Technology Gandhinagar,Ritankar Das,Unknown affiliation,30,55,4091
Indian Institute of Technology Gandhinagar,Rohan M. Shah,Swinburne University of Technology,21,34,1911
Indian Institute of Technology Gandhinagar,"Rohit Srivastava, FNASc, FNAE, FAMS","Vigyan Shri 2024, SSB Prize 2021 and Himanshu Patel Chair Professor of Department BSBE",50,223,10138
Indian Institute of Technology Gandhinagar,Sagnik Dey,IIT Delhi,55,141,15146
Indian Institute of Technology Gandhinagar,Salil Kumar Sanyal,"Professor of Electronics & Telecommunication Engineering, Jadavpur University",20,55,1580
Indian Institute of Technology Gandhinagar,SAMRAT GHOSH,Research Scholar of University of Kalyani,51,248,11296
